Matrix CSR ModCSR Jagged Ellpack
cavity03 9982 11006 10605 52579
cavity05 10078 8327 10098 64207
cavity07 12740 7933 10535 66055
cavity09 10599 7715 11154 53143
cavity10 10470 8374 12348 62566
cavity12 9806 7656 10163 58893
cavity14 11375 8443 10126 94218
cavity16 9565 12280 11440 52640
cavity18 9599 8098 10839 52480
cavity20 9789 8121 10035 52622
cavity22 9615 7888 10078 58333
cavity24 9347 7757 15346 51948
cavity26 9960 8269 10199 52132
cdde1 6775 4725 7140 9267
cdde2 6236 4651 6363 9162
cdde3 6993 4592 6092 9549
cdde4 6290 4249 6471 8752
cdde5 6982 5302 7715 10502
cdde6 18900 5065 8206 9432
circuit_1 6413 11069 5678 7579
circuit_2 5968 3226 5438 7142
circuit_3 7098 5158 6964 16767
circuit_4 6193 3711 5271 10322
ck104 5836 4869 7340 16502
ck400 6601 4690 7270 11724
ck656 7000 4845 6711 11443
coater1 8003 5286 7965 23685
coater2 7871 6639 12335 34625
conf5_0-4x4-10 8071 7265 8351 28054
crystk01 7517 5609 7971 23824
crystk02 6526 4744 6815 15625
crystk03 7185 4657 6831 11310
crystm01 6136 4229 6305 11154
crystm02 5575 4066 5364 7820
crystm03 5822 3593 5465 6695
ct20stif 7749 6192 7909 20149
curtis54 6016 4944 6466 27588
d_ss 5216 3963 5022 10498
dw1024 10607 4366 6289 13924
dw256A 7532 4882 7889 10930
dw256B 12928 4731 9204 10480
dw4096 6183 4002 6848 12191
dwt_1005 25946 14612 9282 14075
dwt_1007 18771 4676 20145 29260
dwt_1242 333334 17882 23770 2054077
dwt_162 32118 7944 21017 97990
dwt_193 21095 16110 23163 59892
dwt_198 30549 21969 21981 28355
dwt_209 29492 16432 87555 54499
dwt_221 126723 9329 18151 33739
dwt_234 45782 20737 29494 39112
dwt_245 26521 17520 30658 27449
dwt_2680 10119 13662 114361 14799
dwt_307 7345 4634 7591 16154
dwt_310 7024 4855 6226 10895
dwt_346 7789 5265 6592 18205
dwt_361 6932 4344 6246 10784
dwt_419 7308 4774 6125 12988
dwt_492 10512 4589 6027 13212
dwt_503 7816 6870 6717 11553
dwt_512 7921 7628 6585 19492
dwt_59 20362 5589 12325 24930
dwt_592 9016 13947 29734 21762
dwt_607 29261 5021 21964 11150
dwt_66 26757 16280 25668 52653
dwt_72 82870 11742 13640 18863
dwt_758 26363 9722 14422 29045
dwt_869 9885 11150 22229 24400
dwt_87 26039 10425 16350 41037
dwt_878 22500 13832 24317 29543
dwt_918 29687 7343 15737 25280
dwt_992 27292 26913 9591 669083
epb0 36424 5108 17650 11920
epb1 7000 4970 6176 10914
epb2 6869 6842 6600 28179
epb3 7211 5037 6220 12737
eris1176 29475 9824 12849 73253
ex1 10122 7944 11051 63853
ex10 7920 5109 6319 18029
ex10hs 7726 5071 6673 17672
ex11 10530 9272 12517 37165
ex12 21902 5612 10346 35025
ex13 8509 5736 8059 20842
ex14 8018 5598 8082 20027
ex15 7809 4878 7153 9242
ex18 7455 4914 7317 12202
ex19 7863 5095 6986 17759
ex2 10204 7920 12356 40783
ex20 8723 6716 8415 25552
ex21 9206 8095 8717 31050
ex22 11553 9115 11470 63287
ex23 9140 6666 8599 30927
ex24 11807 8280 10545 40950
ex25 10298 7900 9572 33708
ex26 14445 7228 7967 35461
ex28 8386 6404 8076 28520
ex29 8914 3946 7010 10000
ex3 26616 5950 7913 22889
ex32 7541 4648 6252 15725
ex33 7235 3958 5808 10880
ex35 7408 4775 6549 12131
ex37 7140 3999 5998 10410
ex40 10351 9467 10132 40262
ex5 3816 3787 4655 14637
ex9 8165 5289 9272 18607
fs_183_1 8070 4717 6336 29563
fs_183_3 7338 5508 6323 29528
fs_183_4 6989 4475 6070 29076
fs_183_6 7614 4332 6046 28843
fs_541_1 7402 4835 6593 11877
fs_541_2 7354 4356 6483 11812
fs_541_3 7023 4726 6846 11752
fs_541_4 6830 4408 6647 12105
fs_680_1 6660 4392 6249 9150
fs_680_2 6795 4274 6528 9145
fs_680_3 7446 4410 8257 9118
fs_760_1 7131 3793 6028 8315
fs_760_2 6829 3997 5629 8605
fs_760_3 6699 3894 6355 7677
garon1 7763 5509 7280 13321
garon2 7670 4702 6654 11400
gemat1 7692 5111 6388 22139
gemat11 7551 6038 6592 19911
gemat12 7537 5235 7081 20178
gent113 4902 4138 5134 12495
goodwin 12822 10442 13282 71358
gr_30_30 6525 4210 6238 10483
graham1 11702 9115 12128 52426
gre_1107 7048 4730 6503 11423
gre_115 4624 4176 5226 11816
gre_185 5762 4968 6194 11307
gre_216a 5034 4621 5655 8806
gre_216b 5429 4407 5625 8554
gre_343 6737 4781 6209 9446
gre_512 6675 6515 6245 9305
hor_131 7089 4949 6555 12019
ibm32 3636 3736 4048 9545
illc1033 7119 4188 5347 13190
illc1850 7896 5564 7206 14248
impcol_a 8827 4991 11583 10730
impcol_b 10181 6975 8745 42156
impcol_c 8190 6232 7653 21789
impcol_d 9259 6021 6029 17246
impcol_e 9887 7080 9395 39645
jagmesh1 9225 5895 8382 12932
jagmesh2 13193 7161 9592 26297
jagmesh3 18938 6591 5959 25670
jagmesh4 5136 4993 6485 10130
jagmesh5 5628 5784 6631 9027
jagmesh6 5836 4807 8826 10238
jagmesh7 5453 4611 6816 11527
jagmesh8 5773 5981 8401 16217
jagmesh9 5296 5424 5985 8976
jgl009 2732 3315 3255 8321
jgl011 2958 2087 3142 9903
jpwh_991 4424 4013 5400 6860
lns_131 4756 4444 5349 12125
lns_3937 5319 4467 6025 11151
lns_511 5509 4988 6575 11142
lnsp3937 4954 4135 8107 7406
lnsp_131 4994 4818 5878 16165
lnsp_511 4901 4351 5979 11570
lop163 5416 5222 6570 13577
lpi_box1 3732 4375 5468 7284
lshp1009 4973 4503 6285 8736
lshp1270 5146 6300 6285 9374
lshp1561 6035 4448 8076 8821
lshp1882 5064 6622 6458 9169
lshp2233 5179 4568 5898 8993
lshp2614 4985 4383 6172 8761
lshp3025 5372 6518 6259 8643
lshp3466 5256 4280 9195 8854
lshp_265 4741 4827 5732 11067
lshp_406 8425 4595 6362 11160
lshp_577 5328 5120 7305 11689
lshp_778 4863 4715 6542 17569
lund_a 6208 5831 7451 18958
lund_b 6244 6004 7467 19362
mahindas 4889 3565 5239 6300
mcca 6105 5687 7477 22359
mcfe 7689 7520 9902 26362
meg1 4005 3995 4901 3390
mhd1280b 5936 5122 6720 22118
mhda416 13318 8154 10157 52099
mhdb416 6019 4430 6041 12785
mplate 5815 5201 7178 16864
msc00726 10722 6741 8509 30370
msc01440 5014 4402 8077 10080
msc04515 6248 6586 6668 17030
msc10848 4996 4628 6504 11289
nasa1824 6037 9309 6682 22100
nasa2910 7163 6861 18445 26800
nasa4704 5631 5047 6692 24869
nnc1374 5829 5133 6676 17081
nnc261 5888 5354 6510 22698
nnc666 7267 5329 6826 22298
nopoly 5395 4272 5981 9225
nos1 4991 4017 5435 7122
nos2 4789 4350 6337 7516
nos3 8052 25376 12420 16912
nos4 4192 4325 6061 11014
nos6 50525 4085 5552 6981
nos7 5278 4114 5996 7519
odepa400 4322 4159 5833 7342
odepb400 3181 3048 4040 3833
olm100 3843 6009 5736 8139
olm1000 6910 4461 6676 9679
olm2000 5159 4234 6446 8700
olm500 4816 4656 6422 8960
olm5000 6916 4979 6144 8955
onetone1 4810 4025 6186 13146
onetone2 5038 4258 5707 15005
orani678 4401 3878 5329 4737
orsirr_1 6491 5016 10030 10320
orsirr_2 8546 4931 6453 9997
orsreg_1 9038 4438 6802 10216
pcrystk02 5424 5025 7025 15908
pcrystk03 5478 4642 6850 11425
pct20stif 6356 5961 8475 19514
pde225 4586 4839 6230 9673
pde2961 4918 4752 6522 8776
pde900 4927 4233 6194 8622
pesa 6565 4104 5020 4663
plat1919 4858 4404 5937 7352
plat362 4919 4354 6110 7620
poli 4522 4086 19254 12656
poli_large 4353 3873 5754 7616
pores_1 4210 4142 5610 12526
pores_2 5716 5486 7378 13993
pores_3 5103 4462 6249 8867
pre2 5543 5355 8925 14557
psmigr_1 13235 11342 14987 92760
psmigr_2 12324 11538 65265 83152
psmigr_3 11899 11669 14832 85021
pwtk 6472 5963 8585 19440
qc2534 12032 11795 15149 84324
qc324 12326 12055 17794 85174
qh882 4830 4630 8297 6868
rbsa480 9498 7100 8846 31838
rbsb480 8320 7237 8807 31451
rdb2048 5061 4532 6950 9666
rdb5000 7387 5566 7101 8838
rdb968 5202 5550 7309 10750
rgg010 2828 3732 3719 10250
rim 10866 10862 13964 72388
rlfprim 3963 3561 5212 3405
rma10 7053 7452 8786 20629
rw136 4162 5027 5694 9343
rw496 4808 4090 7094 7486
rw5151 4836 4261 6585 6801
saylr1 5211 6528 6316 12449
saylr3 4980 4540 5988 7511
saylr4 5109 4430 6585 7671
sherman1 5056 4684 6292 7815
sherman2 8100 27253 9308 29602
sherman3 4933 3801 6456 7794
sherman4 4570 4103 5994 8803
sherman5 4705 3816 4947 4834
sstmodel 4631 3704 6799 6211
steam1 5058 4273 5980 7961
steam2 5045 4860 7095 7931
steam3 4903 4441 5807 12431
thermal 6168 7443 7856 18327
tub100 4616 4756 6758 9844
tub1000 8058 4734 6596 8898
twotone 5574 4816 6842 16675
vibrobox 5623 5711 7053 19474
watt_1 4019 3590 4968 4937
well1033 5128 4099 5868 12644
well1850 5127 4256 6332 11346
will57 5253 5065 6610 17201
wm1 10017 9774 12660 56446
wm2 10549 10387 12855 56764
wm3 624966 1056929 1056677 730544
young1c 9207 11215 17558 14543
young2c 4892 3813 7081 9265
young3c 4202 3740 6409 9185
young4c 4178 3794 5815 9269
zenios 3694 3715 4907 14504
